DEB [20220215-10:36:08.428] thr=1   paramiko.transport: starting thread (client mode): 0x435e4048
DEB [20220215-11:32:58.874] thr=6   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:32:58.875] thr=6   paramiko.transport: Switch to new keys ...
DEB [20220215-11:33:18.862] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
ERR [20220215-11:33:18.863] thr=6   paramiko.transport: Secsh channel 0 open FAILED: : Connect failed
DEB [20220215-11:33:57.405] thr=7   paramiko.transport: starting thread (client mode): 0x254b27f0
DEB [20220215-11:33:57.406] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:33:57.410] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:33:57.410] thr=7   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:33:57.411] thr=7   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:33:57.411] thr=7   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:33:57.411] thr=7   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:33:57.411] thr=7   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:33:57.411] thr=7   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: client compress: zlib, none
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: server compress: zlib, none
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: client lang: <none>
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: server lang: <none>
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: kex follows: False
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:33:57.412] thr=7   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:33:57.413] thr=7   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:33:57.413] thr=7   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:33:57.413] thr=7   paramiko.transport: Compression: none
DEB [20220215-11:33:57.413] thr=7   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:33:57.453] thr=7   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:33:57.453] thr=7   paramiko.transport: Switch to new keys ...
DEB [20220215-11:33:57.453] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:33:57.455] thr=7   paramiko.transport: userauth is OK
INF [20220215-11:33:57.455] thr=7   paramiko.transport: Authentication (password) failed.
DEB [20220215-11:34:10.200] thr=8   paramiko.transport: starting thread (client mode): 0x254855f8
DEB [20220215-11:34:10.200] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:34:10.205] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:34:10.205] thr=8   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:34:10.206] thr=8   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: client compress: zlib, none
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: server compress: zlib, none
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: client lang: <none>
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: server lang: <none>
DEB [20220215-11:34:10.207] thr=8   paramiko.transport: kex follows: False
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: Compression: none
DEB [20220215-11:34:10.208] thr=8   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:34:10.248] thr=8   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:34:10.249] thr=8   paramiko.transport: Switch to new keys ...
DEB [20220215-11:34:10.249] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:34:10.250] thr=8   paramiko.transport: userauth is OK
INF [20220215-11:34:10.250] thr=8   paramiko.transport: Authentication (password) failed.
DEB [20220215-11:42:46.786] thr=1   paramiko.transport: starting thread (client mode): 0x4ef47c18
DEB [20220215-11:42:46.786] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:42:46.790] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:42:46.790] thr=1   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: client compress: zlib, none
DEB [20220215-11:42:46.792] thr=1   paramiko.transport: server compress: zlib, none
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: client lang: <none>
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: server lang: <none>
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: kex follows: False
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: Compression: none
DEB [20220215-11:42:46.793] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:42:46.833] thr=1   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:42:46.834] thr=1   paramiko.transport: Switch to new keys ...
DEB [20220215-11:42:46.835] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-11:42:46.835] thr=1   paramiko.transport: userauth is OK
INF [20220215-11:42:46.836] thr=1   paramiko.transport: Authentication (password) failed.
